install_condition: 1 = trenched; 2 = bored; 3 = attached,,,
ch_index,install_condition,easting,northing
2530,1,624520,4275256
2531,1,624518,4275257
2532,1,624517,4275259
2533,1,624516,4275260
2534,1,624515,4275262
2535,1,624513,4275263
2536,1,624512,4275265
2537,1,624511,4275266
2538,1,624509,4275268
2539,1,624508,4275269
2540,1,624507,4275271
2541,1,624506,4275273
2542,1,624504,4275274
2543,1,624503,4275276
2544,1,624502,4275277
2545,1,624501,4275279
2546,1,624499,4275280
2547,1,624498,4275282
2548,1,624497,4275283
2549,1,624496,4275285
2550,1,624494,4275287
2551,1,624493,4275288
2552,1,624492,4275290
2553,1,624491,4275291
2554,1,624489,4275293
2555,1,624488,4275294
2556,1,624487,4275296
2557,1,624485,4275297
2558,1,624484,4275299
2559,1,624483,4275300
2560,1,624482,4275302
2561,2,624480,4275304
2562,2,624479,4275305
2563,2,624478,4275307
2564,2,624477,4275308
2565,2,624475,4275310
2566,2,624474,4275311
2567,2,624473,4275313
2568,2,624472,4275314
2569,2,624470,4275316
2570,2,624469,4275318
2571,2,624468,4275319
2572,2,624467,4275321
2573,2,624465,4275322
2574,2,624464,4275324
2575,2,624463,4275325
2576,2,624461,4275327
2577,2,624460,4275328
2578,2,624459,4275330
2579,2,624458,4275331
2580,2,624456,4275333
2581,2,624455,4275335
2582,2,624454,4275336
2583,2,624453,4275338
2584,2,624451,4275339
2585,2,624450,4275341
2586,2,624449,4275342
2587,2,624448,4275344
2588,2,624446,4275345
2589,2,624445,4275347
2590,2,624444,4275349
2591,2,624443,4275350
2592,2,624441,4275352
2593,2,624440,4275353
2594,2,624439,4275355
2595,2,624437,4275356
2596,2,624436,4275358
2597,2,624435,4275359
2598,2,624434,4275361
2599,2,624432,4275362
2600,2,624431,4275364
2601,2,624430,4275366
2602,2,624429,4275367
2603,2,624427,4275369
2604,2,624426,4275370
2605,2,624425,4275372
2606,2,624424,4275373
2607,2,624422,4275375
2608,2,624421,4275376
2609,2,624420,4275378
2610,2,624419,4275380
2611,2,624417,4275381
2612,2,624416,4275383
2613,2,624415,4275384
2614,2,624413,4275386
2615,2,624412,4275387
2616,2,624411,4275389
2617,2,624410,4275390
2618,2,624408,4275392
2619,2,624407,4275393
2620,2,624406,4275395
2621,2,624405,4275397
2622,2,624403,4275398
2623,2,624402,4275400
2624,2,624401,4275401
2625,2,624400,4275403
2626,2,624398,4275404
2627,2,624397,4275406
2628,2,624396,4275407
2629,2,624395,4275409
2630,2,624393,4275411
2631,2,624392,4275412
2632,2,624391,4275414
2633,2,624389,4275415
2634,2,624388,4275417
2635,2,624387,4275418
2636,2,624386,4275420
2637,2,624384,4275421
2638,2,624383,4275423
2639,2,624382,4275425
2640,2,624381,4275426
2641,2,624379,4275428
2642,2,624378,4275429
2643,2,624377,4275431
2644,2,624376,4275432
2645,2,624374,4275434
2646,2,624373,4275435
2647,2,624372,4275437
2648,2,624371,4275438
2649,2,624369,4275440
2650,2,624368,4275442
2651,2,624367,4275443
2652,2,624365,4275445
2653,2,624364,4275446
2654,2,624363,4275448
2655,2,624362,4275449
2656,2,624360,4275451
2657,2,624359,4275452
2658,2,624358,4275454
2659,2,624357,4275456
2660,2,624355,4275457
2661,2,624354,4275459
2662,2,624353,4275460
2663,2,624352,4275462
2664,2,624350,4275463
2665,2,624349,4275465
2666,1,624348,4275466
2667,1,624347,4275468
2668,1,624345,4275469
2669,1,624344,4275471
2670,1,624343,4275473
2671,1,624341,4275474
2672,1,624340,4275476
2673,1,624339,4275477
2674,1,624338,4275479
2675,1,624336,4275480
2676,1,624335,4275482
2677,1,624334,4275483
2678,1,624333,4275485
2679,1,624331,4275487
2680,1,624330,4275488
2681,1,624329,4275490
2682,1,624328,4275491
2683,1,624326,4275493
2684,1,624325,4275494
2685,1,624324,4275496
2686,1,624323,4275497
2687,1,624321,4275499
2688,1,624320,4275500
2689,1,624319,4275502
2690,1,624317,4275504
2691,1,624316,4275505
2692,1,624315,4275507
2693,1,624314,4275508
2694,1,624312,4275510
2695,1,624311,4275511
2696,1,624310,4275513
2697,1,624309,4275514
2698,1,624307,4275516
2699,1,624306,4275518
2700,1,624305,4275519
2701,1,624304,4275521
2702,1,624302,4275522
2703,1,624301,4275524
2704,1,624300,4275525
2705,1,624299,4275527
2706,1,624297,4275528
2707,1,624296,4275530
2708,1,624295,4275532
2709,1,624294,4275533
2710,1,624292,4275535
2711,1,624291,4275536
2712,1,624290,4275538
2713,1,624289,4275539
2714,1,624287,4275541
2715,1,624286,4275542
2716,1,624285,4275544
2717,1,624284,4275546
2718,1,624282,4275547
2719,1,624281,4275549
2720,1,624280,4275550
2721,1,624279,4275552
2722,1,624277,4275553
2723,1,624276,4275555
2724,1,624275,4275557
2725,1,624274,4275558
2726,1,624272,4275560
2727,1,624271,4275561
2728,1,624270,4275563
2729,1,624269,4275564
2730,1,624267,4275566
2731,1,624266,4275567
2732,1,624265,4275569
2733,1,624264,4275571
2734,1,624262,4275572
2735,1,624261,4275574
2736,1,624260,4275575
2737,1,624259,4275577
2738,1,624257,4275578
2739,1,624256,4275580
2740,1,624255,4275582
2741,1,624254,4275583
2742,1,624252,4275585
2743,1,624251,4275586
2744,1,624250,4275588
2745,1,624249,4275589
2746,1,624247,4275591
2747,1,624246,4275592
2748,1,624245,4275594
2749,1,624244,4275596
2750,1,624242,4275597
2751,1,624241,4275599
2752,1,624240,4275600
2753,1,624239,4275602
2754,1,624237,4275603
2755,1,624236,4275605
2756,1,624235,4275607
2757,1,624234,4275608
2758,1,624232,4275610
2759,1,624231,4275611
2760,1,624230,4275613
2761,1,624229,4275614
2762,1,624227,4275616
2763,1,624226,4275617
2764,1,624225,4275619
2765,1,624224,4275621
2766,1,624222,4275622
2767,1,624221,4275624
2768,1,624220,4275625
2769,1,624219,4275627
2770,1,624217,4275628
2771,1,624216,4275630
2772,1,624215,4275632
2773,1,624214,4275633
2774,1,624212,4275635
2775,1,624211,4275636
2776,1,624210,4275638
2777,1,624209,4275639
2778,1,624207,4275641
2779,1,624206,4275643
2780,1,624205,4275644
2781,1,624204,4275646
2782,1,624202,4275647
2783,1,624201,4275649
2784,1,624200,4275650
2785,1,624199,4275652
2786,1,624197,4275653
2787,1,624196,4275655
2788,1,624195,4275657
2789,1,624194,4275658
2790,1,624192,4275660
2791,1,624191,4275661
2792,1,624190,4275663
2793,2,624189,4275664
2794,2,624187,4275666
2795,2,624186,4275668
2796,2,624185,4275669
2797,2,624184,4275671
2798,2,624182,4275672
2799,2,624181,4275674
2800,2,624180,4275675
2801,2,624179,4275677
2802,2,624177,4275678
2803,2,624176,4275680
2804,2,624175,4275682
2805,2,624174,4275683
2806,2,624172,4275685
2807,2,624171,4275686
2808,2,624170,4275688
2809,2,624169,4275689
2810,2,624167,4275691
2811,2,624166,4275693
2812,2,624165,4275694
2813,2,624164,4275696
2814,2,624163,4275697
2815,2,624161,4275699
2816,2,624160,4275700
2817,2,624159,4275702
2818,1,624158,4275703
2819,1,624156,4275705
2820,1,624155,4275707
2821,1,624154,4275708
2822,1,624153,4275710
2823,1,624151,4275711
2824,1,624150,4275713
2825,1,624149,4275714
2826,1,624148,4275716
2827,1,624146,4275718
2828,1,624145,4275719
2829,1,624144,4275721
2830,1,624143,4275722
2831,1,624141,4275724
2832,1,624140,4275725
2833,1,624139,4275727
2834,1,624138,4275728
2835,1,624136,4275730
2836,1,624135,4275732
2837,1,624134,4275733
2838,1,624133,4275735
2839,1,624131,4275736
2840,1,624130,4275738
2841,1,624129,4275739
2842,1,624128,4275741
2843,1,624126,4275743
2844,1,624125,4275744
2845,1,624124,4275746
2846,1,624123,4275747
2847,1,624121,4275749
2848,1,624120,4275750
2849,1,624119,4275752
2850,1,624118,4275753
2851,1,624116,4275755
2852,1,624115,4275757
2853,1,624114,4275758
2854,1,624113,4275760
2855,1,624111,4275761
2856,1,624110,4275763
2857,1,624109,4275764
2858,1,624108,4275766
2859,1,624106,4275768
2860,1,624105,4275769
2861,1,624104,4275771
2862,1,624103,4275772
2863,1,624101,4275774
2864,1,624100,4275775
2865,1,624099,4275777
2866,1,624098,4275778
2867,1,624096,4275780
2868,1,624095,4275782
2869,1,624094,4275783
2870,2,624093,4275785
2871,2,624091,4275786
2872,2,624090,4275788
2873,2,624089,4275789
2874,2,624088,4275791
2875,2,624086,4275793
2876,2,624085,4275794
2877,2,624084,4275796
2878,2,624083,4275797
2879,2,624081,4275799
2880,2,624080,4275800
2881,2,624079,4275802
2882,2,624078,4275803
2883,2,624076,4275805
2884,2,624075,4275807
2885,2,624074,4275808
2886,2,624073,4275810
2887,2,624071,4275811
2888,2,624070,4275813
2889,2,624069,4275814
2890,2,624068,4275816
2891,2,624066,4275818
2892,2,624065,4275819
2893,2,624064,4275821
2894,2,624063,4275822
2895,2,624061,4275824
2896,2,624060,4275825
2897,2,624059,4275827
2898,2,624058,4275828
2899,2,624056,4275830
2900,2,624055,4275832
2901,2,624054,4275833
2902,2,624053,4275835
2903,2,624051,4275836
2904,2,624050,4275838
2905,2,624049,4275839
2906,2,624048,4275841
2907,2,624046,4275843
2908,2,624045,4275844
2909,2,624044,4275846
2910,2,624043,4275847
2911,2,624041,4275849
2912,2,624040,4275850
2913,2,624039,4275852
2914,2,624038,4275853
2915,2,624036,4275855
2916,2,624035,4275857
2917,2,624034,4275858
2918,2,624033,4275860
2919,2,624031,4275861
2920,2,624030,4275863
2921,2,624029,4275864
2922,2,624028,4275866
2923,2,624026,4275868
2924,2,624025,4275869
2925,2,624024,4275871
2926,2,624023,4275872
2927,2,624021,4275874
2928,2,624020,4275875
2929,2,624019,4275877
2930,2,624018,4275879
2931,1,624017,4275880
2932,1,624015,4275882
2933,1,624014,4275883
2934,1,624013,4275885
2935,1,624012,4275886
2936,1,624010,4275888
2937,1,624009,4275889
2938,1,624008,4275891
2939,1,624007,4275893
2940,1,624005,4275894
2941,1,624004,4275896
2942,1,624003,4275897
2943,1,624002,4275899
2944,1,624000,4275900
2945,1,623999,4275902
2946,1,623998,4275904
2947,1,623997,4275905
2948,1,623995,4275907
2949,1,623994,4275908
2950,1,623993,4275910
2951,1,623992,4275911
2952,1,623990,4275913
2953,1,623989,4275914
2954,1,623988,4275916
2955,1,623987,4275918
2956,1,623985,4275919
2957,1,623984,4275921
2958,1,623983,4275922
2959,1,623982,4275924
2960,1,623980,4275925
2961,1,623979,4275927
2962,1,623978,4275929
2963,1,623977,4275930
2964,1,623975,4275932
2965,1,623974,4275933
2966,1,623973,4275935
2967,1,623972,4275936
2968,1,623970,4275938
2969,1,623969,4275939
2970,1,623968,4275941
2971,1,623967,4275943
2972,1,623965,4275944
2973,1,623964,4275946
2974,1,623963,4275947
2975,1,623962,4275949
2976,1,623960,4275950
2977,1,623959,4275952
2978,1,623958,4275954
2979,1,623957,4275955
2980,1,623955,4275957
2981,1,623954,4275958
2982,1,623953,4275960
2983,1,623952,4275961
2984,1,623950,4275963
2985,1,623949,4275964
2986,1,623948,4275966
2987,1,623947,4275968
2988,1,623945,4275969
2989,1,623944,4275971
2990,1,623943,4275972
2991,1,623942,4275974
2992,1,623940,4275975
2993,1,623939,4275977
2994,1,623938,4275979
2995,1,623937,4275980
2996,1,623935,4275982
2997,1,623934,4275983
2998,1,623933,4275985
2999,1,623932,4275986
3000,1,623930,4275988
3001,1,623929,4275989
3002,1,623928,4275991
3003,2,623927,4275993
3004,2,623925,4275994
3005,2,623924,4275996
3006,2,623923,4275997
3007,2,623922,4275999
3008,2,623920,4276000
3009,2,623919,4276002
3010,2,623918,4276004
3011,2,623917,4276005
3012,2,623915,4276007
3013,2,623914,4276008
3014,2,623913,4276010
3015,2,623912,4276011
3016,2,623910,4276013
3017,2,623909,4276014
3018,2,623908,4276016
3019,2,623907,4276018
3020,2,623905,4276019
3021,2,623904,4276021
3022,2,623903,4276022
3023,2,623902,4276024
3024,2,623900,4276025
3025,2,623899,4276027
3026,2,623898,4276029
3027,2,623897,4276030
3028,2,623895,4276032
3029,2,623894,4276033
3030,2,623893,4276035
3031,2,623892,4276036
3032,2,623890,4276038
3033,2,623889,4276039
3034,2,623888,4276041
3035,2,623887,4276042
3036,2,623885,4276044
3037,2,623884,4276046
3038,2,623883,4276047
3039,2,623881,4276049
3040,1,623880,4276050
3041,1,623879,4276052
3042,1,623878,4276053
3043,1,623876,4276055
3044,1,623875,4276056
3045,1,623874,4276058
3046,1,623873,4276059
3047,1,623871,4276061
3048,1,623870,4276062
3049,1,623869,4276064
3050,1,623867,4276066
3051,1,623866,4276067
3052,1,623865,4276069
3053,1,623864,4276070
3054,1,623862,4276072
3055,1,623861,4276073
3056,1,623860,4276075
3057,1,623858,4276076
3058,1,623857,4276078
3059,1,623856,4276079
3060,1,623855,4276081
3061,1,623853,4276082
3062,1,623852,4276084
3063,1,623851,4276086
3064,1,623849,4276087
3065,1,623848,4276089
3066,1,623847,4276090
3067,1,623846,4276092
3068,1,623844,4276093
3069,1,623843,4276095
3070,1,623842,4276096
3071,1,623840,4276098
3072,1,623839,4276099
3073,1,623838,4276101
3074,1,623837,4276102
3075,1,623835,4276104
3076,1,623834,4276105
3077,1,623833,4276107
3078,1,623832,4276109
3079,1,623830,4276110
3080,1,623829,4276112
3081,1,623828,4276113
3082,1,623827,4276115
3083,1,623825,4276116
3084,1,623824,4276118
3085,1,623823,4276120
3086,1,623822,4276121
3087,1,623820,4276123
3088,1,623819,4276124
3089,1,623818,4276126
3090,1,623817,4276127
3091,1,623815,4276129
3092,1,623814,4276130
3093,1,623813,4276132
3094,1,623812,4276134
3095,1,623810,4276135
3096,1,623809,4276137
3097,1,623808,4276138
3098,1,623807,4276140
3099,1,623805,4276141
3100,2,623804,4276143
3101,2,623803,4276144
3102,2,623802,4276146
3103,2,623800,4276148
3104,2,623799,4276149
3105,2,623798,4276151
3106,2,623797,4276152
3107,2,623795,4276154
3108,2,623794,4276155
3109,2,623793,4276157
3110,2,623792,4276159
3111,2,623790,4276160
3112,2,623789,4276162
3113,2,623788,4276163
3114,2,623787,4276165
3115,2,623785,4276166
3116,2,623784,4276168
3117,2,623783,4276169
3118,2,623782,4276171
3119,2,623780,4276173
3120,2,623779,4276174
3121,2,623778,4276176
3122,2,623777,4276177
3123,2,623775,4276179
3124,2,623774,4276180
3125,2,623773,4276182
3126,2,623772,4276184
3127,2,623770,4276185
3128,2,623769,4276187
3129,2,623768,4276188
3130,2,623767,4276190
3131,2,623765,4276191
3132,2,623764,4276193
3133,2,623763,4276194
3134,2,623762,4276196
3135,2,623760,4276198
3136,2,623759,4276199
3137,2,623758,4276201
3138,2,623757,4276202
3139,2,623755,4276204
3140,2,623754,4276205
3141,2,623753,4276207
3142,2,623752,4276208
3143,2,623750,4276210
3144,2,623749,4276212
3145,2,623748,4276213
3146,2,623747,4276215
3147,2,623745,4276216
3148,2,623744,4276218
3149,2,623743,4276219
3150,2,623742,4276221
3151,2,623740,4276223
3152,2,623739,4276224
3153,2,623738,4276226
3154,2,623737,4276227
3155,2,623735,4276229
3156,2,623734,4276230
3157,2,623733,4276232
3158,2,623732,4276233
3159,2,623730,4276235
3160,2,623729,4276237
3161,2,623728,4276238
3162,2,623727,4276240
3163,2,623725,4276241
3164,2,623724,4276243
3165,2,623723,4276244
3166,2,623722,4276246
3167,2,623720,4276248
3168,2,623719,4276249
3169,2,623718,4276251
3170,2,623717,4276252
3171,2,623715,4276254
3172,2,623714,4276255
3173,2,623713,4276257
3174,2,623712,4276258
3175,2,623710,4276260
3176,2,623709,4276262
3177,2,623708,4276263
3178,2,623707,4276265
3179,2,623705,4276266
3180,2,623704,4276268
3181,2,623703,4276269
3182,2,623702,4276271
3183,2,623700,4276273
3184,2,623699,4276274
3185,2,623698,4276276
3186,2,623697,4276277
3187,2,623695,4276279
3188,2,623694,4276280
3189,2,623693,4276282
3190,2,623692,4276283
3191,2,623690,4276285
3192,2,623689,4276287
3193,2,623688,4276288
3194,2,623687,4276290
3195,2,623685,4276291
3196,2,623684,4276293
3197,2,623683,4276294
3198,2,623682,4276296
3199,2,623680,4276297
3200,2,623679,4276299
3201,2,623678,4276301
3202,2,623677,4276302
3203,2,623675,4276304
3204,2,623674,4276305
3205,2,623673,4276307
3206,2,623672,4276308
3207,2,623670,4276310
3208,2,623669,4276312
3209,2,623668,4276313
3210,2,623667,4276315
3211,2,623665,4276316
3212,2,623664,4276318
3213,2,623663,4276319
3214,2,623662,4276321
3215,2,623660,4276322
3216,2,623659,4276324
3217,2,623658,4276326
3218,2,623657,4276327
3219,2,623655,4276329
3220,2,623654,4276330
3221,2,623653,4276332
3222,2,623652,4276333
3223,2,623650,4276335
3224,2,623649,4276337
3225,2,623648,4276338
3226,2,623647,4276340
3227,2,623645,4276341
3228,2,623644,4276343
3229,2,623643,4276344
3230,2,623642,4276346
3231,2,623640,4276347
3232,2,623639,4276349
3233,2,623638,4276351
3234,2,623637,4276352
3235,2,623635,4276354
3236,2,623634,4276355
3237,2,623633,4276357
3238,2,623632,4276358
3239,2,623630,4276360
3240,2,623629,4276361
3241,2,623628,4276363
3242,2,623627,4276365
3243,2,623625,4276366
3244,2,623624,4276368
3245,2,623623,4276369
3246,2,623622,4276371
3247,2,623620,4276372
3248,2,623619,4276374
3249,2,623618,4276376
3250,1,623617,4276377
3251,1,623615,4276379
3252,1,623614,4276380
3253,1,623613,4276382
3254,1,623612,4276383
3255,1,623610,4276385
3256,1,623609,4276386
3257,1,623608,4276388
3258,1,623607,4276390
3259,1,623605,4276391
3260,1,623604,4276393
3261,1,623603,4276394
3262,1,623602,4276396
3263,1,623600,4276397
3264,1,623599,4276399
3265,1,623598,4276401
3266,1,623597,4276402
3267,1,623595,4276404
3268,1,623594,4276405
3269,1,623593,4276407
3270,1,623592,4276408
3271,1,623590,4276410
3272,1,623589,4276411
3273,1,623588,4276413
3274,1,623586,4276415
3275,1,623585,4276416
3276,1,623584,4276418
3277,1,623583,4276419
3278,1,623581,4276421
3279,1,623580,4276422
3280,1,623579,4276424
3281,1,623578,4276425
3282,1,623576,4276427
3283,1,623575,4276429
3284,1,623574,4276430
3285,1,623573,4276432
3286,1,623571,4276433
3287,1,623570,4276435
3288,1,623569,4276436
3289,1,623568,4276438
3290,1,623566,4276439
3291,1,623565,4276441
3292,1,623564,4276443
3293,1,623563,4276444
3294,1,623561,4276446
3295,1,623560,4276447
3296,1,623559,4276449
3297,1,623558,4276450
3298,1,623556,4276452
3299,1,623555,4276453
3300,1,623554,4276455
3301,1,623552,4276456
3302,1,623551,4276458
3303,1,623550,4276460
3304,1,623549,4276461
3305,1,623547,4276463
3306,1,623546,4276464
3307,1,623545,4276466
3308,1,623544,4276467
3309,1,623542,4276469
3310,1,623541,4276470
3311,1,623540,4276472
3312,1,623539,4276474
3313,1,623537,4276475
3314,1,623536,4276477
3315,1,623535,4276478
3316,1,623534,4276480
3317,1,623532,4276481
3318,1,623531,4276483
3319,1,623530,4276484
3320,1,623529,4276486
3321,1,623527,4276488
3322,1,623526,4276489
3323,1,623525,4276491
3324,1,623524,4276492
3325,1,623522,4276494
3326,1,623521,4276495
3327,1,623520,4276497
3328,1,623519,4276498
3329,1,623517,4276500
3330,1,623516,4276502
3331,1,623515,4276503
3332,1,623513,4276505
3333,1,623512,4276506
3334,1,623511,4276508
3335,1,623510,4276509
3336,1,623508,4276511
3337,1,623507,4276512
3338,1,623506,4276514
3339,1,623505,4276516
3340,1,623503,4276517
3341,1,623502,4276519
3342,1,623501,4276520
3343,1,623500,4276522
3344,1,623498,4276523
3345,1,623497,4276525
3346,1,623496,4276526
3347,1,623495,4276528
3348,1,623493,4276530
3349,1,623492,4276531
3350,1,623491,4276533
3351,1,623490,4276534
3352,1,623488,4276536
3353,1,623487,4276537
3354,1,623486,4276539
3355,1,623485,4276540
3356,1,623483,4276542
3357,1,623482,4276544
3358,1,623481,4276545
3359,1,623480,4276547
3360,1,623478,4276548
3361,1,623477,4276550
3362,1,623476,4276551
3363,1,623474,4276553
3364,1,623473,4276554
3365,1,623472,4276556
3366,1,623471,4276558
3367,1,623469,4276559
3368,1,623468,4276561
3369,1,623467,4276562
3370,1,623466,4276564
3371,1,623464,4276565
3372,1,623463,4276567
3373,1,623462,4276568
3374,1,623461,4276570
3375,1,623459,4276572
3376,1,623458,4276573
3377,1,623457,4276575
3378,1,623456,4276576
3379,1,623454,4276578
3380,1,623453,4276579
3381,1,623452,4276581
3382,1,623451,4276582
3383,1,623449,4276584
3384,1,623448,4276586
3385,1,623447,4276587
3386,1,623446,4276589
3387,1,623444,4276590
3388,1,623443,4276592
3389,1,623442,4276593
3390,1,623440,4276595
3391,1,623439,4276596
3392,1,623438,4276598
3393,1,623437,4276599
3394,1,623435,4276601
3395,1,623434,4276603
3396,1,623433,4276604
3397,1,623432,4276606
3398,1,623430,4276607
3399,1,623429,4276609
3400,1,623428,4276610
3401,1,623427,4276612
3402,1,623425,4276613
3403,1,623424,4276615
3404,1,623423,4276617
3405,1,623422,4276618
3406,1,623420,4276620
3407,1,623419,4276621
3408,1,623418,4276623
3409,1,623417,4276624
3410,1,623415,4276626
3411,1,623414,4276627
3412,1,623413,4276629
3413,1,623412,4276631
3414,2,623410,4276632
3415,2,623409,4276634
3416,2,623408,4276635
3417,2,623407,4276637
3418,2,623405,4276638
3419,2,623404,4276640
3420,2,623403,4276641
3421,2,623401,4276643
3422,2,623400,4276645
3423,2,623399,4276646
3424,2,623398,4276648
3425,2,623396,4276649
3426,2,623395,4276651
3427,2,623394,4276652
3428,2,623393,4276654
3429,2,623391,4276655
3430,2,623390,4276657
3431,2,623389,4276659
3432,2,623388,4276660
3433,2,623386,4276662
3434,2,623385,4276663
3435,2,623384,4276665
3436,2,623383,4276666
3437,2,623381,4276668
3438,2,623380,4276669
3439,2,623379,4276671
3440,2,623378,4276673
3441,2,623376,4276674
3442,2,623375,4276676
3443,2,623374,4276677
3444,2,623373,4276679
3445,2,623371,4276680
3446,2,623370,4276682
3447,2,623369,4276683
3448,2,623368,4276685
3449,2,623366,4276687
3450,2,623365,4276688
3451,2,623364,4276690
3452,2,623362,4276691
3453,2,623361,4276693
3454,2,623360,4276694
3455,2,623359,4276696
3456,2,623357,4276697
3457,2,623356,4276699
3458,2,623355,4276701
3459,2,623354,4276702
3460,2,623352,4276704
3461,2,623351,4276705
3462,2,623350,4276707
3463,2,623349,4276708
3464,2,623347,4276710
3465,2,623346,4276711
3466,2,623345,4276713
3467,2,623344,4276715
3468,2,623342,4276716
3469,2,623341,4276718
3470,2,623340,4276719
3471,2,623339,4276721
3472,2,623337,4276722
3473,2,623336,4276724
3474,2,623335,4276725
3475,2,623334,4276727
3476,2,623332,4276729
3477,2,623331,4276730
3478,2,623330,4276732
3479,2,623328,4276733
3480,2,623327,4276735
3481,1,623326,4276736
3482,1,623325,4276738
3483,1,623323,4276739
3484,1,623322,4276741
3485,1,623321,4276743
3486,1,623320,4276744
3487,1,623318,4276746
3488,1,623317,4276747
3489,1,623316,4276749
3490,1,623315,4276750
3491,1,623313,4276752
3492,1,623312,4276753
3493,1,623311,4276755
3494,1,623310,4276756
3495,1,623308,4276758
3496,1,623307,4276760
3497,1,623306,4276761
3498,1,623305,4276763
3499,1,623303,4276764
3500,1,623302,4276766
3501,1,623301,4276767
3502,1,623300,4276769
3503,1,623298,4276770
3504,1,623297,4276772
3505,1,623296,4276774
3506,1,623295,4276775
3507,1,623293,4276777
3508,1,623292,4276778
3509,1,623291,4276780
3510,1,623289,4276781
3511,1,623288,4276783
3512,1,623287,4276784
3513,1,623286,4276786
3514,1,623284,4276788
3515,1,623283,4276789
3516,1,623282,4276791
3517,1,623281,4276792
3518,1,623279,4276794
3519,1,623278,4276795
3520,1,623277,4276797
3521,1,623276,4276798
3522,1,623274,4276800
3523,1,623273,4276802
3524,1,623272,4276803
3525,1,623271,4276805
3526,1,623269,4276806
3527,1,623268,4276808
3528,1,623267,4276809
3529,1,623266,4276811
3530,1,623264,4276812
3531,1,623263,4276814
3532,1,623262,4276816
3533,1,623261,4276817
3534,1,623259,4276819
3535,1,623258,4276820
3536,1,623257,4276822
3537,1,623256,4276823
3538,1,623254,4276825
3539,1,623253,4276827
3540,1,623252,4276828
3541,1,623251,4276830
3542,1,623249,4276831
3543,1,623248,4276833
3544,1,623247,4276834
3545,1,623246,4276836
3546,1,623244,4276838
3547,1,623243,4276839
3548,1,623242,4276841
3549,1,623241,4276842
3550,1,623239,4276844
3551,1,623238,4276845
3552,1,623237,4276847
3553,1,623236,4276849
3554,1,623235,4276850
3555,1,623233,4276852
3556,1,623232,4276853
3557,1,623231,4276855
3558,1,623230,4276856
3559,1,623228,4276858
3560,2,623227,4276860
3561,2,623226,4276861
3562,2,623225,4276863
3563,2,623223,4276864
3564,2,623222,4276866
3565,2,623221,4276867
3566,2,623220,4276869
3567,2,623218,4276871
3568,2,623217,4276872
3569,2,623216,4276874
3570,2,623215,4276875
3571,2,623214,4276877
3572,2,623212,4276878
3573,2,623211,4276880
3574,2,623210,4276882
3575,2,623209,4276883
3576,2,623207,4276885
3577,2,623206,4276886
3578,2,623205,4276888
3579,2,623204,4276889
3580,2,623202,4276891
3581,2,623201,4276893
3582,2,623200,4276894
3583,2,623199,4276896
3584,2,623197,4276897
3585,2,623196,4276899
3586,2,623195,4276900
3587,2,623194,4276902
3588,2,623193,4276904
3589,2,623191,4276905
3590,2,623190,4276907
3591,2,623189,4276908
3592,2,623188,4276910
3593,2,623186,4276911
3594,2,623185,4276913
3595,2,623184,4276915
3596,2,623183,4276916
3597,2,623181,4276918
3598,2,623180,4276919
3599,2,623178,4276920
3600,2,623176,4276921
3601,2,623175,4276922
3602,2,623174,4276924
3603,2,623172,4276925
3604,2,623171,4276927
3605,2,623170,4276928
3606,2,623168,4276930
3607,2,623167,4276931
3608,2,623166,4276933
3609,2,623165,4276935
3610,2,623163,4276936
3611,2,623162,4276938
3612,2,623161,4276939
3613,2,623159,4276941
3614,2,623158,4276942
3615,2,623157,4276944
3616,2,623156,4276945
3617,2,623154,4276947
3618,2,623153,4276948
3619,2,623152,4276950
3620,2,623150,4276951
3621,2,623149,4276953
3622,2,623148,4276954
3623,2,623147,4276956
3624,2,623145,4276958
3625,2,623144,4276959
3626,2,623143,4276961
3627,2,623141,4276962
3628,2,623140,4276964
3629,2,623139,4276965
3630,2,623138,4276967
3631,2,623136,4276968
3632,2,623135,4276970
3633,2,623134,4276971
3634,1,623132,4276973
3635,1,623131,4276974
3636,1,623130,4276976
3637,1,623129,4276978
3638,1,623127,4276979
3639,1,623126,4276981
3640,1,623125,4276982
3641,1,623124,4276984
3642,1,623122,4276985
3643,1,623121,4276987
3644,1,623120,4276988
3645,1,623118,4276990
3646,1,623117,4276991
3647,1,623116,4276993
3648,1,623115,4276994
3649,1,623113,4276996
3650,1,623112,4276997
3651,1,623111,4276999
3652,1,623109,4277001
3653,1,623108,4277002
3654,1,623107,4277004
3655,1,623106,4277005
3656,1,623104,4277007
3657,1,623103,4277008
3658,1,623102,4277010
3659,1,623100,4277011
3660,1,623099,4277013
3661,1,623099,4277015
3662,1,623098,4277017
3663,1,623097,4277018
3664,1,623096,4277020
3665,1,623094,4277021
3666,1,623093,4277023
3667,1,623092,4277024
3668,1,623091,4277026
3669,1,623089,4277028
3670,1,623088,4277029
3671,1,623087,4277031
3672,1,623086,4277032
3673,1,623084,4277034
3674,1,623083,4277035
3675,1,623082,4277037
3676,1,623081,4277038
3677,1,623079,4277040
3678,1,623078,4277042
3679,1,623077,4277043
3680,1,623076,4277045
3681,1,623074,4277046
3682,1,623073,4277048
3683,1,623072,4277049
3684,1,623070,4277051
3685,1,623069,4277052
3686,1,623068,4277054
3687,1,623067,4277056
3688,1,623065,4277057
3689,1,623064,4277059
3690,1,623063,4277060
3691,1,623062,4277062
