,ch,long,lat
300,301,-122.17384802787035,37.42639283329323
301,302,-122.17392786330632,37.42641246126596
302,303,-122.17392786330632,37.42641246126596
303,304,-122.17392786330632,37.42641246126596
304,305,-122.17392786330632,37.42641246126596
305,306,-122.17392786330632,37.42641246126596
306,307,-122.17392786330632,37.42641246126596
307,308,-122.17392786330632,37.42641246126596
308,309,-122.17392786330632,37.42641246126596
309,310,-122.17392786330632,37.42641246126596
310,311,-122.17392786330632,37.42641246126596
311,312,-122.17392786330632,37.42641246126596
312,313,-122.17392786330632,37.42641246126596
313,314,-122.17392786330632,37.42641246126596
314,315,-122.17392786330632,37.42641246126596
315,316,-122.17392786330632,37.42641246126596
316,317,-122.17392786330632,37.42641246126596
317,318,-122.17392786330632,37.42641246126596
318,319,-122.17392786330632,37.42641246126596
319,320,-122.17392786330632,37.42641246126596
320,321,-122.17392786330632,37.42641246126596
321,322,-122.17392786330632,37.42641246126596
322,323,-122.17392786330632,37.42641246126596
323,324,-122.17392786330632,37.42641246126596
324,325,-122.17392786330632,37.42641246126596
325,326,-122.17392786330632,37.42641246126596
326,327,-122.17392786330632,37.42641246126596
327,328,-122.17388794557785,37.426402647241176
328,329,-122.17380811016316,37.4263830192417
329,330,-122.17372827479211,37.42636339109861
330,331,-122.17364843946264,37.426343762992154
331,332,-122.17356860417577,37.426324134832214
332,333,-122.17348876893251,37.42630450652866
333,334,-122.17340893373088,37.42628487826173
334,335,-122.17332909856154,37.42626524985111
335,336,-122.17324926344511,37.42624562147722
336,337,-122.17316942837232,37.4262259929597
337,338,-122.17308959334112,37.42620636447884
338,339,-122.17300975835252,37.42618673594448
339,340,-122.17292992340752,37.426167107266515
340,341,-122.17285008850416,37.42614747862516
341,342,-122.1728101710633,37.426137664239334
342,343,-122.1728101710633,37.426137664239334
343,344,-122.1728101710633,37.426137664239334
344,345,-122.1728101710633,37.426137664239334
345,346,-122.1728101710633,37.426137664239334
346,347,-122.17286048101863,37.426187590716644
347,348,-122.17296110112916,37.426287443608174
348,349,-122.17306172150606,37.42638729641558
349,350,-122.17309952717805,37.42646948640943
350,351,-122.17307451791336,37.4265340135578
351,352,-122.17304950860479,37.426598540699665
352,353,-122.17302449925137,37.42666306792516
353,354,-122.17299948985504,37.42672759505402
354,355,-122.17297448041487,37.426792122176366
355,356,-122.17292615403431,37.426841287892245
356,357,-122.1728545106994,37.42687509208308
357,358,-122.17278286730058,37.426908896229534
358,359,-122.17271122383787,37.426942700331594
359,360,-122.17263958031127,37.42697650438926
360,361,-122.17259197105113,37.42703621702942
361,362,-122.17256839606377,37.4271218382804
362,363,-122.17254482102099,37.4272074595248
363,364,-122.17252124592275,37.42729308076264
364,365,-122.17249767076906,37.42737870199389
365,366,-122.1724740955599,37.42746432321858
366,367,-122.17245052029529,37.42754994443668
367,368,-122.17242694497524,37.427635565648195
368,369,-122.17240184353594,37.427715114570184
369,370,-122.17237521596772,37.42778859120179
370,371,-122.17234858834621,37.427862067825885
371,372,-122.17232196067138,37.42793554444244
372,373,-122.17229533294326,37.428009021051466
373,374,-122.17226870516187,37.42808249765298
374,375,-122.17224207732717,37.42815597424695
375,376,-122.17221544943916,37.428229450833385
376,377,-122.17218882148657,37.42830292741221
377,378,-122.17216219349197,37.4283764039836
378,379,-122.17213556545538,37.42844988054754
379,380,-122.1721089373429,37.42852335710377
380,381,-122.17208230919971,37.42859683365265
381,382,-122.17205568099192,37.428670310193915
382,383,-122.17202905271952,37.42874378672756
383,384,-122.17200242441643,37.42881726325384
384,385,-122.17199951991341,37.428832441968325
385,386,-122.17202033925484,37.42878932287363
386,387,-122.17204115857196,37.42874620377465
387,388,-122.17206197786481,37.42870308467141
388,389,-122.17208279713338,37.42865996556391
389,390,-122.17212931165798,37.42864668092563
390,391,-122.17220152148124,37.42866323072696
391,392,-122.17227373133706,37.428679780484515
392,393,-122.17234594122543,37.428696330198264
393,394,-122.1724181511464,37.428712879868236
394,395,-122.17249036109988,37.42872942949445
395,396,-122.17256257108596,37.42874597907687
396,397,-122.17263478110458,37.428762528615515
397,398,-122.17270699115575,37.428779078110374
398,399,-122.17277920123948,37.428795627561456
399,400,-122.17285141135578,37.42881217696876
400,401,-122.17292362150465,37.42882872633229
401,402,-122.17295972659129,37.428837000997625
402,403,-122.17295972659129,37.428837000997625
403,404,-122.17295972659129,37.428837000997625
404,405,-122.17300363154567,37.42884420632667
405,406,-122.17309144149085,37.42885861702632
406,407,-122.1731792514832,37.42887302757107
407,408,-122.17326706148681,37.42888743814091
408,409,-122.17335487153754,37.42890184855584
409,410,-122.17344268163343,37.428916258996104
410,411,-122.17353049175385,37.4289306692813
411,412,-122.17361830189684,37.42894507959168
412,413,-122.17370611209824,37.4289594897472
413,414,-122.1737939223109,37.42897389992784
414,415,-122.1738817325707,37.42898830995357
415,416,-122.17396954287568,37.42900272000462
416,417,-122.17405735320514,37.4290171299006
417,418,-122.17414516355718,37.429031539821764
418,419,-122.17423297396768,37.429045949588094
419,420,-122.17432078440068,37.4290603593796
420,421,-122.17436468962511,37.42906756420592
421,422,-122.17436468962511,37.42906756420592
422,423,-122.17436468962511,37.42906756420592
423,424,-122.17436468962511,37.42906756420592
424,425,-122.17436468962511,37.42906756420592
425,426,-122.17436468962511,37.42906756420592
426,427,-122.17440183817932,37.42907604735289
427,428,-122.17447613531351,37.42909301361207
428,429,-122.17455043248303,37.42910997973477
429,430,-122.17462472968593,37.42912694590123
430,431,-122.17469902692315,37.42914391202137
431,432,-122.17477332419573,37.42916087800501
432,433,-122.17484762150164,37.42917784403244
433,434,-122.17492191884192,37.42919481001351
434,435,-122.17499621621751,37.429211775858114
435,436,-122.17507051362645,37.429228741746485
436,437,-122.17514481106976,37.429245707588514
437,438,-122.17521910854839,37.429262673294055
438,439,-122.17529340606039,37.42927963904337
439,440,-122.17536770360672,37.42929660474634
440,441,-122.17544200118839,37.42931357031283
441,442,-122.1755162988034,37.4293305359231
442,443,-122.17559059645278,37.429347501487015
443,444,-122.17566489413747,37.42936446691446
444,445,-122.17573919185551,37.42938143238568
445,446,-122.17583672245091,37.42940147847442
446,447,-122.17595748596756,37.429424605033454
447,448,-122.17607824956066,37.42944773146991
448,449,-122.17619901322932,37.4294708578739
449,450,-122.17631977697542,37.429493984065175
450,451,-122.17644054079801,37.42951711013385
451,452,-122.17656130468582,37.429540236079866
452,453,-122.17668206866041,37.429563361993495
453,454,-122.17680283271248,37.42958648769439
454,455,-122.17692359684104,37.429609613272696
455,456,-122.17704436104512,37.42963273881856
456,457,-122.17716512531535,37.429655864151606
457,458,-122.17728588967337,37.42967898936214
458,459,-122.1774066541079,37.429702114450066
459,460,-122.17752741861791,37.42972523950555
460,461,-122.17764818320539,37.42974836434829
461,462,-122.17776894786938,37.42977148906845
462,463,-122.17784125305157,37.4297986826961
463,464,-122.17786509872165,37.42982994522957
464,465,-122.17790545112457,37.42984396593188
465,466,-122.17796231024327,37.42984074469589
466,467,-122.17801916935763,37.42983752343249
467,468,-122.1780760284676,37.42983430214168
468,469,-122.17813288757323,37.42983108082345
469,470,-122.17818974667446,37.4298278594778
470,471,-122.17824660577136,37.429824638104755
471,472,-122.17830346486389,37.42982141670428
472,473,-122.17833944187245,37.42980660852557
473,474,-122.17835453679129,37.42978021367769
474,475,-122.17836145671039,37.429798577812235
475,476,-122.17836020163553,37.429861700930346
476,477,-122.17835894655852,37.42992482395761
477,478,-122.17835769147744,37.429987947074316
478,479,-122.17835643639327,37.430051070190295
479,480,-122.17835518130599,37.430114193305585
480,481,-122.17835392621659,37.430177316330024
481,482,-122.17835267112312,37.430240439443885
482,483,-122.17835141602653,37.43030356255705
483,484,-122.17835016092685,37.43036668566951
484,485,-122.17834890582408,37.430429808781255
485,486,-122.17834765071919,37.43049293180215
486,487,-122.17834639561019,37.430556054912486
487,488,-122.17834514049811,37.43061917802211
488,489,-122.17834388538292,37.43068230113102
489,490,-122.1783426302656,37.43074542414911
490,491,-122.17834137514423,37.43080854725661
491,492,-122.17829552080363,37.430832708607205
492,493,-122.17820506726248,37.43081790814973
493,494,-122.17811461375821,37.43080310762342
494,495,-122.17802416028981,37.43078830711839
495,496,-122.17793370687058,37.430773506454486
496,497,-122.17784325347691,37.430758705721665
497,498,-122.17775280012007,37.430743904920014
498,499,-122.17766234680012,37.43072910404951
499,500,-122.17757189351607,37.43071430320031
500,501,-122.17748144028116,37.43069950219221
501,502,-122.1773909870718,37.43068470111522
502,503,-122.17730053389933,37.430669899969395
503,504,-122.17721008076369,37.43065509875471
504,505,-122.17711962767528,37.43064029756141
505,506,-122.17702917461338,37.43062549620906
506,507,-122.17693872158839,37.43061069478789
507,508,-122.17684826860025,37.43059589329788
508,509,-122.17675781564895,37.43058109173902
509,510,-122.17666736274487,37.430566290201554
510,511,-122.17657690986734,37.43055148850503
511,512,-122.17648645702666,37.43053668673968
512,513,-122.17639600422287,37.4305218849055
513,514,-122.17630555146725,37.43050708300255
514,515,-122.17621509873618,37.43049228112082
515,516,-122.176124646043,37.43047747908014
516,517,-122.17603419338668,37.43046267697061
517,518,-122.17594374076724,37.43044787479226
518,519,-122.17585328819597,37.43043307254514
519,520,-122.17576283564927,37.430418270319244
520,521,-122.17567238314042,37.43040346793438
521,522,-122.17558193066849,37.43038866548069
522,523,-122.17553670445196,37.430381264228075
523,524,-122.17553670445196,37.430381264228075
524,525,-122.17553670445196,37.430381264228075
525,526,-122.17553670445196,37.430381264228075
526,527,-122.17553670445196,37.430381264228075
527,528,-122.17553670445196,37.430381264228075
528,529,-122.17553670445196,37.430381264228075
529,530,-122.17551069008273,37.430350718453326
530,531,-122.17545866140725,37.43028962688692
531,532,-122.17540663281586,37.43022853529801
532,533,-122.17535460430855,37.430167443686585
533,534,-122.17534680828352,37.43010487444578
534,535,-122.17538324464287,37.430040827492945
535,536,-122.17541968092799,37.42997678052737
536,537,-122.1754561171605,37.42991273363933
537,538,-122.17549255331981,37.42984868664841
538,539,-122.17552898942652,37.42978463973506
539,540,-122.17556542546004,37.42972059271883
540,541,-122.17560186143061,37.42965654568993
541,542,-122.17563829734861,37.42959249873859
542,543,-122.1756747331934,37.42952845168437
543,544,-122.17571116898559,37.42946440470769
544,545,-122.17574760470454,37.42940035762814
545,546,-122.17578404037191,37.429336310536016
546,547,-122.17581622248603,37.42926729030326
547,548,-122.17584415107653,37.429193296753155
548,549,-122.17587207961078,37.42911930319488
549,550,-122.17590000808879,37.429045309628414
550,551,-122.17592793649929,37.42897131605373
551,552,-122.17595586486487,37.428897322470924
552,553,-122.17598379317421,37.428823328879936
553,554,-122.17601172142732,37.428749335280784
554,555,-122.17603964962422,37.428675341673454
555,556,-122.17606757775356,37.428601348057875
556,557,-122.17609550583799,37.428527354434195
557,558,-122.17612343386621,37.428453360802344
558,559,-122.1761513618382,37.42837936716231
559,560,-122.17617398067904,37.428311078671996
560,561,-122.1761912904106,37.4282484951546
561,562,-122.17620860011243,37.428185911633676
562,563,-122.17622590979478,37.42812332819942
563,564,-122.1762432194371,37.42806074467142
564,565,-122.17626052904963,37.427998161139875
565,566,-122.17627783864275,37.42793557769501
566,567,-122.17629514819578,37.4278729941564
567,568,-122.17631245771908,37.427810410614256
568,569,-122.17632976722291,37.427747827158775
569,570,-122.1763470766867,37.42768524360956
570,571,-122.17636438612074,37.4276226600568
571,572,-122.17638618261131,37.427558149846014
572,573,-122.17641246612257,37.42749171297435
573,574,-122.17643874958635,37.42742527609553
574,575,-122.17646503300271,37.42735883920958
575,576,-122.17649131637158,37.42729240231649
576,577,-122.17651759969303,37.427225965416255
577,578,-122.17654388296702,37.427159528508895
578,579,-122.17657016619356,37.42709309159438
579,580,-122.17659644937267,37.427026654672716
580,581,-122.17660959095055,37.4269934361642
581,582,-122.17657290348319,37.42698756670241
582,583,-122.17649952856524,37.42697582783496
583,584,-122.17642615365978,37.42696408892215
584,585,-122.17635277878931,37.42695234996411
585,586,-122.17627940394259,37.42694061096076
586,587,-122.17620602912059,37.42692887182201
587,588,-122.17613265431005,37.426917132727986
588,589,-122.17605927953454,37.426905393588754
589,590,-122.17598590478278,37.42689365440422
590,591,-122.17591253005573,37.42688191508427
591,592,-122.17583915534011,37.42687017580905
592,593,-122.17576578065957,37.426858436488615
593,594,-122.17569240600277,37.4268466971229
594,595,-122.17561903135838,37.42683495771179
595,596,-122.17554565675002,37.426823218165325
596,597,-122.1754722821644,37.42681147866371
597,598,-122.17539890760256,37.42679973911678
598,599,-122.17532553305313,37.426787999524485
599,600,-122.17525215853972,37.42677625979684
600,601,-122.17517878404907,37.42676452011402
601,602,-122.17510540958216,37.42675278038589
602,603,-122.17503203512769,37.426741040612406
603,604,-122.17495866070824,37.42672930079368
604,605,-122.17487722079393,37.42670904506866
605,606,-122.17478771540782,37.42668027342092
606,607,-122.1746982100913,37.426651501706075
607,608,-122.17460870484433,37.42662272992414
608,609,-122.17451919967725,37.426593958165306
609,610,-122.17442969456947,37.426565186249164
610,611,-122.17434018953126,37.42653641426593
611,612,-122.17425068457291,37.426507642305815
612,613,-122.17416117967386,37.42647887018839
613,614,-122.1740716748444,37.42645009800388
614,615,-122.17398217008451,37.426421325752266
615,616,-122.17393741773581,37.426406939646405
616,617,-122.17393741773581,37.426406939646405
617,618,-122.17393741773581,37.426406939646405
618,619,-122.17393741773581,37.426406939646405
619,620,-122.17393741773581,37.426406939646405
